"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"2498","belopols@physics.unc.edu","Floris","Simon","43","930","73405","AUT","2014-10-11","Eden","7","","","Eden","9346","Eden 7 9346 Eden",2377,"False","",""
"2499","bugtraq@securityfocus.com","Sarina-Maria","Gross","43","517","512","AUT","1957-08-04","Riemerweg","2","","","Unterwald","4442","Riemerweg 2 4442 Unterwald",2378,"False","",""
"2500","xhduan@263.net","Elijah","Springer","43","120","233633","AUT","2023-07-03","Walserstraße","377","","","Mittelberg","6993","Walserstraße 377 6993 Mittelberg",2379,"False","",""
"2501","lempinen@iki.fi","Alois","Maier","43","688","150","AUT","2018-08-25","Sonnensiedlung","1","","","Kukmirn","7543","Sonnensiedlung 1 7543 Kukmirn",2380,"False","",""
"2502","blaplant@mindspring.com","Fynn","Glück","43","694","728","AUT","1976-03-08","Männersdorf","14","","","Männersdorf","4134","Männersdorf 14 4134 Männersdorf",2381,"False","",""
"2503","lmonson@flipdog.com","Kurt","Bechter","43","695","4612","AUT","1996-01-25","Trenkwaldgasse","36","","","Wien","1170","Trenkwaldgasse 36 1170 Wien,Hernals",2382,"False","",""
"2504","qwend@iboss2000.com","Azad","Schaffer","43","508","511","AUT","2016-11-19","Unterhochstegstraße","3a","","","Hörbranz","6912","Unterhochstegstraße 3a 6912 Hörbranz",2383,"False","",""
"2505","joris_huizer@yahoo.com","Mete","Schuster","43","678","3648","AUT","2002-11-14","Niederham","22","","","Oberhehenfeld","4861","Niederham 22 4861 Oberhehenfeld",2384,"False","",""
"2506","dmzleader@yahoo.com","Laiq","Benedikt","43","652","7265","AUT","2021-12-08","Gleichenberger Straße","2","","","Feldbach","8330","Gleichenberger Straße 2 8330 Feldbach",2385,"False","",""
"2507","hyacinth77s@yahoo.co.kr","Levin","Kogler","43","506","701133","AUT","2009-09-16","Wiesenweg","21","","","Mattsee","5163","Wiesenweg 21 5163 Mattsee",2386,"False","",""
"2508","vinm13@sinamail.com","Byrone","Zisser","43","660","155","AUT","2007-01-25","Alterpichlstraße","11","","","Micheldorf","4563","Alterpichlstraße 11 4563 Micheldorf",2387,"False","",""
"2509","jeff.j.paton@corpmail.telstra.com.au","Burak","Singer","43","820","41228","AUT","1972-04-24","Rieglstraße","16","","","Bad Zell","4283","Rieglstraße 16 4283 Bad Zell",2388,"False","",""
"2510","tkachenko@dep.rupib.donetsk.ua","Lennard","Pils","43","688","54434","AUT","1967-02-28","Ringofenstraße","","","","Sigharting","4771","Ringofenstraße Klubgebäude-Sportanlage 4771 Sigharting",2389,"False","",""
"2511","heathen@scientist.com","Quirin","Amann","43","684","405623","AUT","2009-03-14","Hauptstraße","15","","","Rosenau am Hengstpaß","4581","Hauptstraße 15 4581 Rosenau am Hengstpaß",2390,"False","",""
"2512","ãѐʧ.tx@w3c2.w3.org","Antonio","Kern","43","694","847","AUT","1997-07-09","Hintersberg","12","","","Hintersberg","4761","Hintersberg 12 4761 Hintersberg",2391,"False","",""
"2513","markus.scherer@us.ibm.com","Wendelin","Schütz","43","693","16763","AUT","1987-09-12","Dechantshofen","14","","","Maishofen","5751","Dechantshofen 14 5751 Maishofen",2392,"False","",""
"2514","s_harish@yahoo.com","Troi","Krenn","43","804","760333","AUT","1964-07-07","Winten-Weinberg","40","","","Winten","7521","Winten-Weinberg 40 7521 Winten",2393,"False","",""
"2515","teramax@zajil.net","Andrej","Drucker","43","57","682107","AUT","1996-11-09","Maltschach","57","","","Maltschach","8454","Maltschach 57 8454 Maltschach",2394,"False","",""
"2516","26.txt@tux.w3.org","Marcelo","Bauer","43","696","57266","AUT","1972-04-01","Uferstraße","6","","","Mattighofen","5230","Uferstraße 6 5230 Mattighofen",2395,"False","",""
"2517","ceedas@cee.hw.ac.uk","Nicholas","Knapp","43","670","517863","AUT","2004-12-13","Klaus","10","","","Mellau","6881","Klaus 10 6881 Mellau",2396,"False","",""
"2518","calmseas@euronet.be","Mert","Angerer","43","651","128","AUT","1986-01-02","Häusla","35","","","Häusla","8341","Häusla 35 8341 Häusla",2397,"False","",""
"2519","gd2@ezlink-trade.com","Mattias","Kral","43","676","825487","AUT","2023-08-12","Am Schlössl","28","","","Tiefgraben","5310","Am Schlössl 28 5310 Tiefgraben",2398,"False","",""
"2520","s@artis.ro","Klemens","Aichinger","43","652","260272","AUT","1995-01-25","Kreuzfeldstraße","5","","","Kristein","4470","Kreuzfeldstraße 5 4470 Kristein",2399,"False","",""
"2521","andrewagwo212@yahoo.com","Matthäus","Feiler","43","699","8334","AUT","1992-12-26","Mariatroster Straße","391","","","Graz","8044","Mariatroster Straße 391 8044 Graz,11.Bez.:Mariatrost",2400,"False","",""
"2522","ng@inquiregroup.com","Ahmet","Widmann","43","10","48327","AUT","1980-07-06","Knobel","442","","","Schwarzenberg","6867","Knobel 442 6867 Schwarzenberg",2401,"False","",""
"2523","billb@progress.com","Ruben","Ostojic","43","1","14771","AUT","2019-03-27","Winklern","243","","","Winklern","9841","Winklern 243 9841 Winklern",2402,"False","",""
"2524","cauldron@paradise.net.nz","Kayra","Holzer","43","697","75560","AUT","2014-05-31","Außergasse","15","","","Bludenz","6700","Außergasse 15 6700 Bludenz",2403,"False","",""
"2525",".ipoc@w3.org","Ekrem","Stöckl","43","507","156","AUT","2017-11-26","Dorfbeuern","86","","","Dorfbeuern","5152","Dorfbeuern 86 5152 Dorfbeuern",2404,"False","",""
"2526","lorenzo.ciglioni@allmedia.it","Aurélius","Jung","43","111","306628","AUT","1992-01-28","Guttenbrunn","1","","","Guttenbrunn","3834","Guttenbrunn 1 3834 Guttenbrunn",2405,"False","",""
"2527","tim@tbrown.org","Jaleel","Gruber","43","694","6621","AUT","1994-12-25","Mautstraße","11","","","Vorchdorf","4655","Mautstraße 11 4655 Vorchdorf",2406,"False","",""
"2528","qmsj@qmsj.com","Zakir","Uhl","43","10","108","AUT","1976-06-21","Teuchl","71","","","Teuchl","9816","Teuchl 71 9816 Teuchl",2407,"False","",""
"2529","svensson@dbf.ddb.de","Alessio","Swoboda","43","828","5064","AUT","1968-09-25","Altmannsdorf","40","","","Altmannsdorf","4753","Altmannsdorf 40 4753 Altmannsdorf",2408,"False","",""
"2530","ing@ing.co.kr","Pablo","Ertl","43","675","5773","AUT","2009-01-11","Oedt","38","","","Oedt","8403","Oedt 38 8403 Oedt",2409,"False","",""
"2531","d.kruisheer@xs4all.nl","Ajan","Herzog","43","57","280302","AUT","1999-12-05","Alexander-Girardi-Straße","15","","","Salzburg","5020","Alexander-Girardi-Straße 15 5020 Salzburg",2410,"False","",""
"2532","wondermarket@4newyork.com","Albin","Lengauer","43","655","480","AUT","1988-08-17","Landstraße","13","","","Ebersdorf","3200","Landstraße 13 3200 Ebersdorf",2411,"False","",""
"2533","xshen@dfki.uni-kl.de","Fatih","Luger","43","502","115688","AUT","1954-09-29","Guglweg","9","","","Kirchstetten","3062","Guglweg 9 3062 Kirchstetten",2412,"False","",""
"2534","r-5-721395-197364-2-2391-us2-0eb744ce@xmr3.com","Delil","Almer","43","690","803","AUT","2008-10-26","Breinberg Nord","16","","","Neumarkt am Wallersee","5202","Breinberg Nord 16 5202 Neumarkt am Wallersee",2413,"False","",""
"2535","wolny_olkusz@latinmail.com","Serhat","Kratzer","43","678","7524","AUT","2011-10-19","Hitzendorf","4","","","Hitzendorf","8151","Hitzendorf 4 8151 Hitzendorf",2414,"False","",""
"2536","hsullivan@plectron.co.uk","Deniz","Schmidt","43","659","3277","AUT","2007-05-10","Stripfing","100","","","Stripfing","2253","Stripfing 100 2253 Stripfing",2415,"False","",""
"2537","bati.xh@263.net","Devran","Dietl","43","59","30440","AUT","1995-04-05","Pfarrhofweg","38","","","Dörnbach","4073","Pfarrhofweg 38 4073 Dörnbach",2416,"False","",""
"2538","danial.mahon@mudibu.outstandinggoods.com","Abdullahi","Stocker","43","57","44105","AUT","1984-12-12","Hauptstraße","67","","","Droß","3552","Hauptstraße 67 3552 Droß",2417,"False","",""
"2539","baykal@online.ru","Maurice","Schubert","43","684","6555","AUT","2013-09-17","Grabengassl","3","","","Eisenstadt","7000","Grabengassl 3 7000 Eisenstadt",2418,"False","",""
"2540","daytraders@tux.w3.org","Nemus","Fidler","43","688","138","AUT","1996-02-03","Südtiroler Straße","9","","","Haag","3350","Südtiroler Straße 9 3350 Haag",2419,"False","",""
"2541","janyne_kizer@ncsu.edu","Joshua","Wurzer","43","655","73164","AUT","1948-06-17","Neuwirthstraße","3b","","","Laakirchen","4663","Neuwirthstraße 3b 4663 Laakirchen",2420,"False","",""
"2542","wasaby78@etang.com","Marvellous","Ullmann","43","900","770","AUT","2023-08-27","Spitzgasse","12","","","Mauerkirchen","5270","Spitzgasse 12 5270 Mauerkirchen",2421,"False","",""
"2543","aisaac@ina.fr","Muta","Datler","43","663","4676","AUT","1977-07-14","Kraftwerksiedlung","6","","","Ranshofen","5282","Kraftwerksiedlung 6 5282 Ranshofen",2422,"False","",""
"2544","spats@spats.demon.co.uk","Melvin","Klug","43","507","847","AUT","1981-06-28","Leiten","408","","","Ramsau am Dachstein","8972","Leiten 408 8972 Ramsau am Dachstein",2423,"False","",""
"2545","listmstr@posom.com","Ishak","Haller","43","1484","18074","AUT","2005-01-11","Kirchdorf","27","","","Kirchdorf","8132","Kirchdorf 27 8132 Kirchdorf",2424,"False","",""
"2546","zhxs@308.wx.net.cn","Mert","Ivic","43","653","445084","AUT","1991-12-31","Unterleins","19","","","Leins","6471","Unterleins 19 6471 Leins",2425,"False","",""
"2547","camaramane@libero.it","Horst","Allesch","43","688","6314","AUT","2003-04-28","Neumarkter Straße","19","","","Wörgl","6300","Neumarkter Straße 19 6300 Wörgl",2427,"False","",""
"2548","www-announce@www10.w3.org","Ares","Schmied","43","680","2606","AUT","2018-06-27","Millöckergasse","34","","","Dornbirn","6850","Millöckergasse 34 6850 Dornbirn",2428,"False","",""
"2549","editor@outlookmagazine.com","Pius","Kammerer","43","694","668054","AUT","1954-09-20","Vossenlände","5","","","Jennersdorf","8380","Vossenlände 5 8380 Jennersdorf",2429,"False","",""
"2550","abcoates@londonmarketsystems.com","Helmut","Mayr","43","939","38632","AUT","2014-07-03","Hauptstraße","19","","","Neuhofen im Innkreis","4912","Hauptstraße 19 4912 Neuhofen im Innkreis",2430,"False","",""
"2551","jgdy@jhdu.com","Ermir","Haberl","43","660","66573","AUT","2002-01-13","Hauptstraße","60","","","Prottes","2242","Hauptstraße 60 2242 Prottes",2431,"False","",""
"2552","o4ui812@prodigy.net","Musa","Pucher","43","505","731","AUT","2019-10-16","Wultendorf","6","","","Wultendorf","3388","Wultendorf 6 3388 Wultendorf",2432,"False","",""
"2553","www-ql@w3.org","Amil","Weiser","43","1484","6863","AUT","2023-08-10","Hofwaldweg","31","","","Hötting","6020","Hofwaldweg 31 6020 Hötting",2433,"False","",""
"2554","info@professionalwebpages.biz","Julien","Rinner","43","695","4071","AUT","2016-08-22","Irma-von-Troll-Straße","24","","","Salzburg","5020","Irma-von-Troll-Straße 24 5020 Salzburg",2434,"False","",""
"2555","ietf-http-ng-request@w3.org","Gerd","Mühlberger","43","120","161871","AUT","2021-09-12","Sonnleithnergasse","18","","","Atzenbrugg","3452","Sonnleithnergasse 18 3452 Atzenbrugg",2435,"False","",""
"2556","enokhroot@yahoo.com","Friedrich","Huber","43","828","6444","AUT","2001-11-09","1. Straße","20a","","","Kematen","3331","1. Straße 20a 3331 Kematen",2436,"False","",""
"2557","tar@tar.com","Thimon","Eberl","43","718","244152","AUT","1982-03-21","Nikolaus-Lenau-Straße","4","","","Ahorn","4820","Nikolaus-Lenau-Straße 4 4820 Ahorn",2437,"False","",""
"2558","logs@islrr.org","Henryk","Amann","43","699","34656","AUT","2007-10-08","Arlbergstraße","86","","","Bregenz","6900","Arlbergstraße 86 6900 Bregenz",2438,"False","",""
"2559","andrey@ktes.dnepr.energy.gov.ua","Jack","Paar","43","501","4702","AUT","2022-05-19","Amselgasse","44","","","Gänserndorf","2230","Amselgasse 44 2230 Gänserndorf",2439,"False","",""
"2560","info@trace.wisc.edu","Aleksander","Reininger","43","698","841612","AUT","2021-01-30","Hummelstraße","110","","","Hainburg an der Donau","2410","Hummelstraße 110 2410 Hainburg an der Donau",2440,"False","",""
"2561","fundacionie@hotmail.com","Levian","Gratzer","43","123","614155","AUT","2020-04-04","Deutsch Tschantschendorf","93","","","Deutsch Tschantschendorf","7544","Deutsch Tschantschendorf 93 7544 Deutsch Tschantschendorf",2441,"False","",""
"2562","dltqkdlspd@hanmir.com","Mathis","Berger","43","130","536084","AUT","1982-10-30","Lundenburgerstraße","74","","","Bullendorf","2193","Lundenburgerstraße 74 2193 Bullendorf",2442,"False","",""
"2563","boley@informatik.uni-kl.de","Ibrahim","Sommer","43","10","55462","AUT","1970-12-23","Paichbergstraße","32","","","Sierning","4522","Paichbergstraße 32 4522 Sierning",2443,"False","",""
"2564","cesarb@nitnet.com.br","Marian","Kapeller","43","804","8507","AUT","1989-12-21","Leithadammgasse","12","","","Lichtenwörth","2493","Leithadammgasse 12 2493 Lichtenwörth",2444,"False","",""
"2565","xhfo0118@telmint.com","Hasan","Fischer","43","657","60367","AUT","1989-12-26","Eferdinger Straße","85","","","Wallern an der Trattnach","4702","Eferdinger Straße 85 4702 Wallern an der Trattnach",2445,"False","",""
"2566","risse_cn@163.com","Silas","Gartner","43","676","774","AUT","2011-12-14","Ahauserweg","1","","","Jabing","7503","An der Pinka 1 7503 Jabing",2446,"True",";straße",";mismatch"
"2567","elitani@ca.ibm.com","Mert","Kronsteiner","43","800","618","AUT","1973-06-04","Hofstadtgegend","8","","","Frankenfels","3213","Hofstadtgegend 8 3213 Frankenfels",2447,"False","",""
"2568","jamesm@dialogic.com","Ibrahim","Petrovic","43","502","455","AUT","1989-03-12","Handlirschgasse","8","","","Wien","1170","Handlirschgasse 8 1170 Wien,Hernals",2448,"False","",""
"2569","anuituruca@hotmail.com","Yannick","Waibel","43","939","8637","AUT","1964-03-04","Hartergasse","9","","","Baden","2500","Hartergasse 9 2500 Baden",2449,"False","",""
"2570","amigonepal@wlink.com.np","Dilan","Mitterbauer","43","939","24315","AUT","2006-05-31","Josef Bauer-Straße","35","","","Biedermannsdorf","2362","Josef Bauer-Straße 35 2362 Biedermannsdorf",2450,"False","",""
"2571","translation@rangelandia.com","Luis-Andrei","Klein","43","688","828557","AUT","2007-10-04","Trattenbach","122","","","Trattenbach","2881","Trattenbach 122 2881 Trattenbach",2451,"False","",""
"2572","u903506@ntu.edu.sg","Nuradin","Denk","43","652","720867","AUT","1997-10-02","Eberweis","69","","","Eberweis","3860","Eberweis 69 3860 Eberweis",2452,"False","",""
"2573","using_an_email_for_ietf-charsets@w3.org","Ekin","Dvorak","43","1","256","AUT","1989-03-15","Schloßgegend","72","","","Schloßgegend","3204","Schloßgegend 72 3204 Schloßgegend",2453,"False","",""
"2574","vaibhav@vaibhavsharma.com","Hermann","Danner","43","1455","3764","AUT","1999-07-22","Effingergasse","21","","","Wien","1160","Effingergasse 21 1160 Wien,Ottakring",2454,"False","",""
"2575","hammer@andor.wiwi.uni-karlsruhe.de","Marian","Siegl","43","660","5744","AUT","1976-06-17","Äußere Ragnitz","27","","","Kainbach","8047","Äußere Ragnitz 27 8047 Kainbach",2455,"False","",""
"2576","roseanne.bruner@ci.seattle.wa.us","Iveel","Grabher","43","690","638761","AUT","2016-06-19","Wolkersdorfer Straße","9","","","Riedenthal","2122","Wolkersdorfer Straße 9 2122 Riedenthal",2456,"False","",""
"2577","ckal0383@corp.newmont.com","Nino-Kian","Fuchs","43","501","74878","AUT","2015-07-09","Stuttern","6","","","Stuttern","9063","Stuttern 6 9063 Stuttern",2457,"False","",""
"2578","robneff@home.com","Matts","Kainz","43","660","410008","AUT","2005-01-12","Wieden","98","","","Wieden","8643","Wieden 98 8643 Wieden",2458,"False","",""
"2579","sw99@w3.orgcc:","Nasr","Schwarz","43","57","6421","AUT","1988-12-08","Reithweg","10","","","Lammertal","5522","Reithweg 10 5522 Lammertal",2459,"False","",""
"2580","luke7jr@yahoo.com","Maajid","Weiß","43","800","67204","AUT","1970-10-09","Ferienpark","37","","","Sankt Lorenzen ob Murau","8861","Ferienpark 37 8861 Sankt Lorenzen ob Murau",2460,"False","",""
"2581","laurie.davis-covin@nist.gov","Pedram","Schwab","43","130","825831","AUT","2012-12-01","Bahnpromenade","247","","","Weyer","3335","Bahnpromenade 247 3335 Weyer",2461,"False","",""
"2582","wesley.mclucas@ntlworld.com","Otto","Oberndorfer","43","503","78136","AUT","2019-08-27","Fichtengasse","8","","","Petzenkirchen","3252","Fichtengasse 8 3252 Petzenkirchen",2462,"False","",""
"2583","navmse-uk1apps2@nature.com","Emirhan","Schmid","43","667","381020","AUT","1995-12-06","Landesstraße","8","","","Kaisersberg","8713","Landesstraße 8 8713 Kaisersberg",2463,"False","",""
"2584","flyme@990.net","Dijar","Zeilinger","43","674","5002","AUT","2004-09-28","Hartstraße","2","","","Hart","8732","Hartstraße 2 8732 Hart",2464,"False","",""
"2585","motorcycle@qinghecq.com","Emilian","Eckert","43","699","43253","AUT","2005-11-05","Matzenkopfgasse","27","","","Salzburg","5020","Matzenkopfgasse 27 5020 Salzburg",2465,"False","",""
"2586","chome@argv.org","Vinicius","Dittrich","43","57","40721","AUT","1980-06-16","Eichengasse","37","","","Weiden am See","7121","Eichengasse 37 7121 Weiden am See",2467,"False","",""
"2587","deryua@citiz.net","Ilyas","Meier","43","810","404550","AUT","1992-04-29","Grasbergweg","6","","","Langwies","4802","Grasbergweg 6 4802 Langwies",2468,"False","",""
"2588","toddg@foobox.net","Wilhelm","Eder","43","939","783","AUT","2007-08-20","Wieskapellenweg","60a","","","Fürstenfeld","8280","Wieskapellenweg 60a 8280 Fürstenfeld",2469,"False","",""
"2589","phoebe.couch@library.ucsf.edu","Muhammad","Erber","43","681","732740","AUT","1983-06-17","Wildalpen","279","","","Wildalpen","8924","Wildalpen 279 8924 Wildalpen",2470,"False","",""
"2590","sani1958@uymail.com","Erro","Gruber","43","698","818","AUT","2000-03-13","Mühlfeldweg","12","","","Aschau","6274","Mühlfeldweg 12 6274 Aschau",2471,"False","",""
"2591","haiyi@pconline.com.cn","Boris-Werner","Maierhofer","43","657","5740","AUT","2023-01-30","Rambergweg","22","","","Feistritz bei Knittelfeld","8733","Rambergweg 22 8733 Feistritz bei Knittelfeld",2472,"False","",""
"2592","lofton@qwestinternet.net","Edmin","Müller","43","504","761","AUT","2023-12-27","Dr. Stur-Straße","15","","","Paasdorf","2130","Dr. Stur-Straße 15 2130 Paasdorf",2473,"False","",""
"2593","uchida@happy.email.ne.jp","Bruno","Mayer","43","685","305","AUT","1995-03-24","Schwabegg","12","","","Schwabegg","9155","Schwabegg 12 9155 Schwabegg",2474,"False","",""
"2594","www-p3p-public-comments@w3.org","Friedrich","Berchtold","43","694","41","AUT","1969-04-04","Hintermarkt","8","","","Matrei in Osttirol","9971","Hintermarkt 8 9971 Matrei in Osttirol",2476,"False","",""
"2595","webmaster@waacom.com","Jamiro-Elijah","Schuller","43","828","16482","AUT","2001-06-26","Frankenburger Straße","21","","","Ried im Innkreis","4910","Frankenburger Straße 21 4910 Ried im Innkreis",2477,"False","",""
"2596","paul@kitebird.com","Patric","Maringer","43","682","347642","AUT","1985-04-21","Viktor Kaplan-Straße","3a","","","Biedermannsdorf","2362","Viktor Kaplan-Straße 3a 2362 Biedermannsdorf",2478,"False","",""
